date,time
3/19/2012,12:34 PM
3/19/2012,12:41 PM
3/19/2012,12:46 PM
3/19/2012,12:46 PM
3/19/2012,12:51 PM
3/19/2012,12:57 PM
3/19/2012,12:58 PM
3/19/2012,1:02 PM
3/19/2012,1:04 PM
3/19/2012,1:06 PM
3/19/2012,1:13 PM
3/19/2012,1:18 PM
3/19/2012,1:32 PM
3/19/2012,2:01 PM
3/19/2012,2:06 PM
3/19/2012,2:25 PM
3/19/2012,2:33 PM
3/19/2012,2:41 PM
3/19/2012,3:03 PM
3/19/2012,3:05 PM
3/19/2012,3:52 PM
3/19/2012,3:58 PM
3/19/2012,4:30 PM
3/19/2012,4:45 PM
3/19/2012,4:47 PM
3/19/2012,5:15 PM
3/19/2012,5:34 PM
3/19/2012,5:44 PM
3/19/2012,5:52 PM
3/19/2012,6:07 PM
3/19/2012,6:31 PM
3/20/2012,10:33 AM
3/20/2012,11:46 AM
3/20/2012,11:58 AM
3/20/2012,12:03 PM
3/20/2012,12:09 PM
3/20/2012,12:19 PM
3/20/2012,12:22 PM
3/20/2012,12:32 PM
3/20/2012,12:35 PM
3/20/2012,12:41 PM
3/20/2012,12:46 PM
3/20/2012,12:49 PM
3/20/2012,1:05 PM
3/20/2012,1:28 PM
3/20/2012,1:35 PM
3/20/2012,1:52 PM
3/20/2012,2:11 PM
3/20/2012,2:34 PM
3/20/2012,3:12 PM
3/20/2012,3:20 PM
3/20/2012,3:40 PM
3/20/2012,5:01 PM
3/20/2012,5:21 PM
3/20/2012,5:36 PM
3/20/2012,5:43 PM
3/20/2012,5:44 PM
3/20/2012,5:45 PM
3/20/2012,5:59 PM
3/20/2012,6:00 PM
3/21/2012,9:03 AM
3/21/2012,10:03 AM
3/21/2012,10:37 AM
3/21/2012,11:02 AM
3/21/2012,12:16 PM
3/21/2012,12:51 PM
3/21/2012,1:03 PM
3/21/2012,1:07 PM
3/21/2012,1:17 PM
3/21/2012,1:30 PM
3/21/2012,1:45 PM
3/21/2012,1:46 PM
3/21/2012,1:53 PM
3/21/2012,2:07 PM
3/21/2012,3:25 PM
3/21/2012,3:31 PM
3/21/2012,5:16 PM
3/21/2012,5:24 PM
3/21/2012,5:39 PM
3/21/2012,5:44 PM
3/21/2012,5:52 PM
3/21/2012,6:14 PM
